subperiodlarge,subperiodsmall,TESTPERIOD,OBS,date,port,ret_Port_Mean,ret_Port_Sd,mkt_Port_Mean,beta_Port_Mean,beta_sq_Port_Mean,sdres_Port_Mean
1935 to 1945,1941 to 1945,2,1873,31/10/1942,13,0.131906104,0.113480737,0.105515262,1.134653305,1.347868808,0.120735859
1935 to 1945,1941 to 1945,2,1874,31/10/1942,14,0.108569056,0.107800908,0.105515262,1.301002346,1.78840411,0.135466453
1935 to 1945,1941 to 1945,2,1875,31/10/1942,15,0.110277054,0.0893622,0.105515262,1.26163473,1.640077016,0.124478728
1935 to 1945,1941 to 1945,2,1876,31/10/1942,16,0.097882832,0.063722651,0.105515262,1.232680385,1.595460738,0.126193548
1935 to 1945,1941 to 1945,2,1877,31/10/1942,17,0.148462053,0.194517649,0.105515262,1.413064896,2.042607201,0.135898693
1935 to 1945,1941 to 1945,2,1878,31/10/1942,18,0.15446663,0.126074515,0.105515262,1.331768859,1.824135139,0.126346576
1935 to 1945,1941 to 1945,2,1879,31/10/1942,19,0.259317062,0.401790416,0.105515262,1.246847616,1.672460974,0.133555655
1935 to 1945,1941 to 1945,2,1880,31/10/1942,20,0.172139072,0.12703877,0.105515262,1.498487175,2.453865512,0.164124541
1935 to 1945,1941 to 1945,2,1881,30/11/1942,1,0.03973599,0.126293772,-0.01717541,0.379172595,0.185908409,0.079326527
1935 to 1945,1941 to 1945,2,1882,30/11/1942,2,0.025088654,0.088475555,-0.01717541,0.54492902,0.356432688,0.088682219
1935 to 1945,1941 to 1945,2,1883,30/11/1942,3,0.017435438,0.07666945,-0.01717541,0.537258277,0.349988995,0.078673084
1935 to 1945,1941 to 1945,2,1884,30/11/1942,4,0.005594711,0.059611116,-0.01717541,0.696532142,0.582104645,0.082308255
1935 to 1945,1941 to 1945,2,1885,30/11/1942,5,0.017409943,0.07720421,-0.01717541,0.754177411,0.656856408,0.097230678
1935 to 1945,1941 to 1945,2,1886,30/11/1942,6,-0.01033599,0.177577114,-0.01717541,0.94373844,1.135329475,0.112722666
1935 to 1945,1941 to 1945,2,1887,30/11/1942,7,-0.025375096,0.087474474,-0.01717541,0.919204137,1.035615892,0.108566445
1935 to 1945,1941 to 1945,2,1888,30/11/1942,8,-0.030306611,0.091574782,-0.01717541,0.923985004,0.979499198,0.100467871
1935 to 1945,1941 to 1945,2,1889,30/11/1942,9,-0.031498444,0.084993562,-0.01717541,0.968552616,1.0786346,0.096931166
1935 to 1945,1941 to 1945,2,1890,30/11/1942,10,-0.022801218,0.195745771,-0.01717541,1.072163953,1.209727305,0.108784536
1935 to 1945,1941 to 1945,2,1891,30/11/1942,11,-0.048982011,0.124380032,-0.01717541,1.221058218,1.672385725,0.13927115
1935 to 1945,1941 to 1945,2,1892,30/11/1942,12,-0.006377868,0.136059095,-0.01717541,1.126064904,1.364114594,0.133441576
1935 to 1945,1941 to 1945,2,1893,30/11/1942,13,-0.043665009,0.212655686,-0.01717541,1.134653305,1.347868808,0.120735859
1935 to 1945,1941 to 1945,2,1894,30/11/1942,14,-0.079354796,0.073060406,-0.01717541,1.301002346,1.78840411,0.135466453
1935 to 1945,1941 to 1945,2,1895,30/11/1942,15,-0.037989,0.099075453,-0.01717541,1.26163473,1.640077016,0.124478728
1935 to 1945,1941 to 1945,2,1896,30/11/1942,16,-0.027384714,0.08656838,-0.01717541,1.232680385,1.595460738,0.126193548
1935 to 1945,1941 to 1945,2,1897,30/11/1942,17,-0.134611627,0.101331137,-0.01717541,1.413064896,2.042607201,0.135898693
1935 to 1945,1941 to 1945,2,1898,30/11/1942,18,-0.029936136,0.162133925,-0.01717541,1.331768859,1.824135139,0.126346576
1935 to 1945,1941 to 1945,2,1899,30/11/1942,19,-0.072170024,0.105951365,-0.01717541,1.246847616,1.672460974,0.133555655
1935 to 1945,1941 to 1945,2,1900,30/11/1942,20,-0.050981399,0.184143323,-0.01717541,1.498487175,2.453865512,0.164124541
1935 to 1945,1941 to 1945,2,1901,31/12/1942,1,-0.002165607,0.10496072,0.030698767,0.379172595,0.185908409,0.079326527
1935 to 1945,1941 to 1945,2,1902,31/12/1942,2,-0.030584177,0.118895078,0.030698767,0.54492902,0.356432688,0.088682219
1935 to 1945,1941 to 1945,2,1903,31/12/1942,3,0.037954438,0.071120936,0.030698767,0.537258277,0.349988995,0.078673084
1935 to 1945,1941 to 1945,2,1904,31/12/1942,4,0.050649902,0.08620801,0.030698767,0.696532142,0.582104645,0.082308255
1935 to 1945,1941 to 1945,2,1905,31/12/1942,5,0.022642641,0.077551041,0.030698767,0.754177411,0.656856408,0.097230678
1935 to 1945,1941 to 1945,2,1906,31/12/1942,6,0.053995247,0.168816058,0.030698767,0.94373844,1.135329475,0.112722666
1935 to 1945,1941 to 1945,2,1907,31/12/1942,7,0.060665804,0.09885579,0.030698767,0.919204137,1.035615892,0.108566445
1935 to 1945,1941 to 1945,2,1908,31/12/1942,8,0.00764309,0.066410274,0.030698767,0.923985004,0.979499198,0.100467871
1935 to 1945,1941 to 1945,2,1909,31/12/1942,9,0.031162478,0.065918787,0.030698767,0.968552616,1.0786346,0.096931166
1935 to 1945,1941 to 1945,2,1910,31/12/1942,10,0.006824322,0.104942494,0.030698767,1.072163953,1.209727305,0.108784536
1935 to 1945,1941 to 1945,2,1911,31/12/1942,11,0.027442588,0.143792385,0.030698767,1.221058218,1.672385725,0.13927115
1935 to 1945,1941 to 1945,2,1912,31/12/1942,12,-0.028093621,0.110888409,0.030698767,1.126064904,1.364114594,0.133441576
1935 to 1945,1941 to 1945,2,1913,31/12/1942,13,0.06336206,0.136114084,0.030698767,1.134653305,1.347868808,0.120735859
1935 to 1945,1941 to 1945,2,1914,31/12/1942,14,-0.006790518,0.14075693,0.030698767,1.301002346,1.78840411,0.135466453
1935 to 1945,1941 to 1945,2,1915,31/12/1942,15,0.033687256,0.101515055,0.030698767,1.26163473,1.640077016,0.124478728
1935 to 1945,1941 to 1945,2,1916,31/12/1942,16,0.039760452,0.074860645,0.030698767,1.2587026,1.652571464,0.125252825
1935 to 1945,1941 to 1945,2,1917,31/12/1942,17,0.071887334,0.120820728,0.030698767,1.413064896,2.042607201,0.135898693
1935 to 1945,1941 to 1945,2,1918,31/12/1942,18,0.046931173,0.099397158,0.030698767,1.343888739,1.858864769,0.123528301
1935 to 1945,1941 to 1945,2,1919,31/12/1942,19,0.024799206,0.101137138,0.030698767,1.246847616,1.672460974,0.133555655
1935 to 1945,1941 to 1945,2,1920,31/12/1942,20,0.03127066,0.1579153,0.030698767,1.498487175,2.453865512,0.164124541
1935 to 1945,1941 to 1945,3,1921,30/01/1943,1,0.1125763,0.123876343,0.189617307,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,1922,30/01/1943,2,0.089583565,0.077634468,0.189617307,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,1923,30/01/1943,3,0.219247937,0.642207297,0.189617307,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,1924,30/01/1943,4,0.179426456,0.234050782,0.189617307,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,1925,30/01/1943,5,0.114341608,0.084880276,0.189617307,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,1926,30/01/1943,6,0.098901425,0.064303472,0.189617307,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,1927,30/01/1943,7,0.177674952,0.177517396,0.189617307,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,1928,30/01/1943,8,0.15436451,0.128978219,0.189617307,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,1929,30/01/1943,9,0.172193148,0.16131682,0.189617307,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,1930,30/01/1943,10,0.161847136,0.113869912,0.189617307,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,1931,30/01/1943,11,0.211497409,0.220630558,0.189617307,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,1932,30/01/1943,12,0.275588526,0.23160346,0.189617307,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,1933,30/01/1943,13,0.215607653,0.201383852,0.189617307,1.292071794,2.032029995,0.139023068
1935 to 1945,1941 to 1945,3,1934,30/01/1943,14,0.300268818,0.550467806,0.189617307,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,1935,30/01/1943,15,0.199277376,0.230903823,0.189617307,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,1936,30/01/1943,16,0.264350415,0.192780197,0.189617307,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,1937,30/01/1943,17,0.31064925,0.438378571,0.189617307,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,1938,30/01/1943,18,0.20953715,0.179063336,0.189617307,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,1939,30/01/1943,19,0.237342374,0.183235989,0.189617307,1.553179052,2.485662329,0.149370965
1935 to 1945,1941 to 1945,3,1940,30/01/1943,20,0.482405464,0.554496511,0.189617307,1.420064241,2.272018962,0.155545684
1935 to 1945,1941 to 1945,3,1941,27/02/1943,1,0.062894532,0.12590187,0.150942379,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,1942,27/02/1943,2,0.026744177,0.047589106,0.150942379,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,1943,27/02/1943,3,0.119792552,0.217985335,0.150942379,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,1944,27/02/1943,4,0.067370447,0.086079033,0.150942379,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,1945,27/02/1943,5,0.094354412,0.091053035,0.150942379,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,1946,27/02/1943,6,0.08557629,0.080427792,0.150942379,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,1947,27/02/1943,7,0.18896081,0.443319186,0.150942379,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,1948,27/02/1943,8,0.109273272,0.132027146,0.150942379,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,1949,27/02/1943,9,0.103431292,0.078197414,0.150942379,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,1950,27/02/1943,10,0.134000302,0.142746979,0.150942379,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,1951,27/02/1943,11,0.149237182,0.235222462,0.150942379,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,1952,27/02/1943,12,0.222389318,0.24189274,0.150942379,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,1953,27/02/1943,13,0.156017489,0.175647994,0.150942379,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,1954,27/02/1943,14,0.422240404,0.779537778,0.150942379,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,1955,27/02/1943,15,0.159493393,0.16325088,0.150942379,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,1956,27/02/1943,16,0.248482127,0.327477754,0.150942379,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,1957,27/02/1943,17,0.196524839,0.166767966,0.150942379,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,1958,27/02/1943,18,0.135881669,0.150989598,0.150942379,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,1959,27/02/1943,19,0.43945357,0.861558943,0.150942379,1.553179052,2.485662329,0.149370965
1935 to 1945,1941 to 1945,3,1960,27/02/1943,20,0.259966177,0.272337364,0.150942379,1.420064241,2.272018962,0.155545684
1935 to 1945,1941 to 1945,3,1961,31/03/1943,1,0.077844257,0.078962393,0.121333711,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,1962,31/03/1943,2,0.069214043,0.093045837,0.121333711,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,1963,31/03/1943,3,0.061641952,0.075622387,0.121333711,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,1964,31/03/1943,4,0.114570833,0.116315859,0.121333711,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,1965,31/03/1943,5,0.123181336,0.066942685,0.121333711,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,1966,31/03/1943,6,0.10807866,0.097761579,0.121333711,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,1967,31/03/1943,7,0.1125352,0.165585588,0.121333711,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,1968,31/03/1943,8,0.078471306,0.071574668,0.121333711,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,1969,31/03/1943,9,0.117305401,0.103656614,0.121333711,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,1970,31/03/1943,10,0.137017098,0.109920041,0.121333711,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,1971,31/03/1943,11,0.171225835,0.175493959,0.121333711,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,1972,31/03/1943,12,0.130872815,0.158749573,0.121333711,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,1973,31/03/1943,13,0.245708334,0.403233058,0.121333711,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,1974,31/03/1943,14,0.091861391,0.26226572,0.121333711,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,1975,31/03/1943,15,0.126195131,0.184290431,0.121333711,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,1976,31/03/1943,16,0.180333932,0.15554608,0.121333711,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,1977,31/03/1943,17,0.203201133,0.16659196,0.121333711,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,1978,31/03/1943,18,0.167791173,0.109547627,0.121333711,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,1979,31/03/1943,19,0.09306876,0.212269574,0.121333711,1.553179052,2.485662329,0.149370965
1935 to 1945,1941 to 1945,3,1980,31/03/1943,20,0.184812984,0.214469519,0.121333711,1.420064241,2.272018962,0.155545684
1935 to 1945,1941 to 1945,3,1981,30/04/1943,1,0.032077615,0.052890133,0.040078994,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,1982,30/04/1943,2,0.00745083,0.062861903,0.040078994,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,1983,30/04/1943,3,0.017092478,0.046895545,0.040078994,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,1984,30/04/1943,4,0.044902954,0.130243715,0.040078994,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,1985,30/04/1943,5,0.002168454,0.105328467,0.040078994,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,1986,30/04/1943,6,0.002074213,0.086934975,0.040078994,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,1987,30/04/1943,7,0.065990941,0.151203661,0.040078994,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,1988,30/04/1943,8,0.05587257,0.137446578,0.040078994,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,1989,30/04/1943,9,0.032167985,0.095099007,0.040078994,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,1990,30/04/1943,10,0.062047446,0.097590457,0.040078994,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,1991,30/04/1943,11,0.004283854,0.076159669,0.040078994,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,1992,30/04/1943,12,0.040963506,0.102437137,0.040078994,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,1993,30/04/1943,13,0.073997529,0.126751574,0.040078994,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,1994,30/04/1943,14,0.050611327,0.096337286,0.040078994,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,1995,30/04/1943,15,0.072011923,0.119626145,0.040078994,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,1996,30/04/1943,16,0.048826358,0.099724397,0.040078994,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,1997,30/04/1943,17,0.059329669,0.098521156,0.040078994,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,1998,30/04/1943,18,0.053718778,0.12258218,0.040078994,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,1999,30/04/1943,19,0.058915869,0.131676993,0.040078994,1.553179052,2.485662329,0.149370965
1935 to 1945,1941 to 1945,3,2000,30/04/1943,20,0.073113871,0.165560744,0.040078994,1.420064241,2.272018962,0.155545684
1935 to 1945,1941 to 1945,3,2001,29/05/1943,1,0.048763306,0.059639748,0.091807037,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,2002,29/05/1943,2,0.046146268,0.053496145,0.091807037,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2003,29/05/1943,3,0.053669018,0.091712753,0.091807037,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2004,29/05/1943,4,0.113068448,0.126610917,0.091807037,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,2005,29/05/1943,5,0.105338723,0.101441462,0.091807037,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2006,29/05/1943,6,0.056679468,0.071380762,0.091807037,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2007,29/05/1943,7,0.059776991,0.098975194,0.091807037,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2008,29/05/1943,8,0.063219454,0.123114614,0.091807037,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2009,29/05/1943,9,0.067246967,0.079648661,0.091807037,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2010,29/05/1943,10,0.051649351,0.077650754,0.091807037,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2011,29/05/1943,11,0.149729663,0.222020429,0.091807037,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2012,29/05/1943,12,0.102088404,0.144858108,0.091807037,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2013,29/05/1943,13,0.088711017,0.101474566,0.091807037,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2014,29/05/1943,14,0.191496182,0.268871668,0.091807037,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,2015,29/05/1943,15,0.108772193,0.168518905,0.091807037,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2016,29/05/1943,16,0.044488043,0.09785742,0.091807037,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,2017,29/05/1943,17,0.127643201,0.148948877,0.091807037,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2018,29/05/1943,18,0.138516413,0.116200545,0.091807037,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2019,29/05/1943,19,0.145531532,0.121258147,0.091807037,1.553179052,2.485662329,0.149370965
1935 to 1945,1941 to 1945,3,2020,29/05/1943,20,0.217570014,0.207969674,0.091807037,1.420064241,2.272018962,0.155545684
1935 to 1945,1941 to 1945,3,2021,30/06/1943,1,0.057130047,0.188794165,0.011314993,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,2022,30/06/1943,2,0.022567818,0.06522044,0.011314993,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2023,30/06/1943,3,0.029278366,0.045280457,0.011314993,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2024,30/06/1943,4,0.01050991,0.089003272,0.011314993,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,2025,30/06/1943,5,0.020662887,0.068369494,0.011314993,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2026,30/06/1943,6,0.057727443,0.083260394,0.011314993,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2027,30/06/1943,7,-0.012533448,0.062675453,0.011314993,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2028,30/06/1943,8,0.007554843,0.0599495,0.011314993,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2029,30/06/1943,9,0.05453855,0.102543657,0.011314993,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2030,30/06/1943,10,-0.000564617,0.080121482,0.011314993,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2031,30/06/1943,11,0.006879192,0.083021603,0.011314993,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2032,30/06/1943,12,0.046387971,0.129010792,0.011314993,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2033,30/06/1943,13,-0.026142265,0.064040433,0.011314993,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2034,30/06/1943,14,-0.050268093,0.098126913,0.011314993,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,2035,30/06/1943,15,-0.00697524,0.083989536,0.011314993,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2036,30/06/1943,16,-0.009026954,0.083324268,0.011314993,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,2037,30/06/1943,17,-0.003471589,0.05921774,0.011314993,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2038,30/06/1943,18,0.002482819,0.066267361,0.011314993,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2039,30/06/1943,19,0.057889529,0.211458547,0.011314993,1.515274162,2.360878076,0.105205655
1935 to 1945,1941 to 1945,3,2040,30/06/1943,20,0.001387267,0.076364652,0.011314993,1.420064241,2.272018962,0.155545684
1935 to 1945,1941 to 1945,3,2041,31/07/1943,1,-0.026136901,0.069265364,-0.066775382,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,2042,31/07/1943,2,-0.019946925,0.045061028,-0.066775382,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2043,31/07/1943,3,-0.037238316,0.071451653,-0.066775382,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2044,31/07/1943,4,-0.039796209,0.096441621,-0.066775382,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,2045,31/07/1943,5,-0.060189534,0.054221864,-0.066775382,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2046,31/07/1943,6,-0.035521529,0.06200479,-0.066775382,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2047,31/07/1943,7,-0.019729237,0.083809632,-0.066775382,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2048,31/07/1943,8,-0.071522869,0.061536298,-0.066775382,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2049,31/07/1943,9,-0.097631354,0.074889979,-0.066775382,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2050,31/07/1943,10,-0.088351307,0.055521345,-0.066775382,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2051,31/07/1943,11,-0.06475842,0.099580253,-0.066775382,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2052,31/07/1943,12,-0.106746743,0.090476324,-0.066775382,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2053,31/07/1943,13,-0.031140298,0.206851635,-0.066775382,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2054,31/07/1943,14,-0.079883568,0.08021488,-0.066775382,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,2055,31/07/1943,15,-0.099424826,0.089394267,-0.066775382,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2056,31/07/1943,16,-0.079914727,0.105001124,-0.066775382,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,2057,31/07/1943,17,-0.127719944,0.077768876,-0.066775382,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2058,31/07/1943,18,-0.095285432,0.046955595,-0.066775382,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2059,31/07/1943,19,-0.132377256,0.051424139,-0.066775382,1.515274162,2.360878076,0.105205655
1935 to 1945,1941 to 1945,3,2060,31/07/1943,20,-0.138719131,0.085848472,-0.066775382,1.460529099,2.376710663,0.160584709
1935 to 1945,1941 to 1945,3,2061,31/08/1943,1,0.02173234,0.07113158,0.000295892,0.399144713,0.224433832,0.073306653
1935 to 1945,1941 to 1945,3,2062,31/08/1943,2,0.004697509,0.069647892,0.000295892,0.482786228,0.254769934,0.072273799
1935 to 1945,1941 to 1945,3,2063,31/08/1943,3,-0.003426563,0.073122034,0.000295892,0.5754345,0.455023071,0.08624641
1935 to 1945,1941 to 1945,3,2064,31/08/1943,4,0.018500603,0.082887396,0.000295892,0.710149916,0.556672377,0.091984819
1935 to 1945,1941 to 1945,3,2065,31/08/1943,5,0.00800761,0.060076073,0.000295892,0.829837765,0.762058783,0.076178023
1935 to 1945,1941 to 1945,3,2066,31/08/1943,6,-0.010971279,0.045931683,0.000295892,0.765263906,0.656245549,0.081802225
1935 to 1945,1941 to 1945,3,2067,31/08/1943,7,0.008305207,0.06483061,0.000295892,0.872705336,0.91647844,0.096082506
1935 to 1945,1941 to 1945,3,2068,31/08/1943,8,0.012117347,0.074177967,0.000295892,0.949163781,0.99513047,0.089485056
1935 to 1945,1941 to 1945,3,2069,31/08/1943,9,4.29E-05,0.045762997,0.000295892,1.043142279,1.356845189,0.104729491
1935 to 1945,1941 to 1945,3,2070,31/08/1943,10,0.020479053,0.063211811,0.000295892,1.106984561,1.422674309,0.097501759
1935 to 1945,1941 to 1945,3,2071,31/08/1943,11,-0.008202447,0.053229109,0.000295892,1.096084905,1.353856288,0.111179949
1935 to 1945,1941 to 1945,3,2072,31/08/1943,12,-0.02685664,0.087425714,0.000295892,1.253994584,1.677361608,0.115467588
1935 to 1945,1941 to 1945,3,2073,31/08/1943,13,0.019299759,0.079469601,0.000295892,1.300888622,2.072420134,0.139377106
1935 to 1945,1941 to 1945,3,2074,31/08/1943,14,-0.044834273,0.097196269,0.000295892,1.260365556,1.764178502,0.137748532
1935 to 1945,1941 to 1945,3,2075,31/08/1943,15,0.007638044,0.066751856,0.000295892,1.209121534,1.586065527,0.095699352
1935 to 1945,1941 to 1945,3,2076,31/08/1943,16,-0.019904556,0.065877265,0.000295892,1.456868653,2.347217041,0.134278741
1935 to 1945,1941 to 1945,3,2077,31/08/1943,17,0.007614837,0.069477075,0.000295892,1.290973525,1.768965037,0.118659265
1935 to 1945,1941 to 1945,3,2078,31/08/1943,18,0.011168037,0.067600121,0.000295892,1.245235222,1.728586377,0.10213897
1935 to 1945,1941 to 1945,3,2079,31/08/1943,19,-0.020305347,0.051614293,0.000295892,1.515274162,2.360878076,0.105205655
1935 to 1945,1941 to 1945,3,2080,31/08/1943,20,-0.016137015,0.08618533,0.000295892,1.460529099,2.376710663,0.160584709
1935 to 1945,1941 to 1945,3,2081,30/09/1943,1,0.017560852,0.039699452,0.039153518,0.399144713,0.224433832,0.073306653
