subperiodlarge,subperiodsmall,TESTPERIOD,OBS,date,port,ret_Port_Mean,ret_Port_Sd,mkt_Port_Mean,beta_Port_Mean,beta_sq_Port_Mean,sdres_Port_Mean
1935 to 1945,1935 to 1940,1,212,30/11/1935,12,0.107920949,0.193186672,0.161549045,1.009761621,1.228900571,0.157704065
1935 to 1945,1935 to 1940,1,213,30/11/1935,13,0.13578102,0.228155209,0.161549045,0.974666722,1.077926147,0.184263372
1935 to 1945,1935 to 1940,1,214,30/11/1935,14,0.187134346,0.273183399,0.161549045,1.007332469,1.144119398,0.171410218
1935 to 1945,1935 to 1940,1,215,30/11/1935,15,0.164935767,0.29825006,0.161549045,1.016136911,1.242862357,0.174947168
1935 to 1945,1935 to 1940,1,216,30/11/1935,16,0.238161577,0.357200982,0.161549045,1.210253387,1.573950629,0.225406384
1935 to 1945,1935 to 1940,1,217,30/11/1935,17,0.197025479,0.200398694,0.161549045,1.200684728,1.561098695,0.170509575
1935 to 1945,1935 to 1940,1,218,30/11/1935,18,0.142562055,0.208426068,0.161549045,1.146461163,1.381405839,0.177417069
1935 to 1945,1935 to 1940,1,219,30/11/1935,19,0.099885092,0.146546059,0.161549045,1.025500506,1.12844951,0.176109923
1935 to 1945,1935 to 1940,1,220,30/11/1935,20,0.097676134,0.193437975,0.161549045,1.343840201,1.915783426,0.223397226
1935 to 1945,1935 to 1940,1,221,31/12/1935,1,0.36104363,0.413681289,0.05728841,0.737950015,0.630354477,0.16979421
1935 to 1945,1935 to 1940,1,222,31/12/1935,2,-0.026692982,0.054550528,0.05728841,0.715856017,0.724825043,0.128576067
1935 to 1945,1935 to 1940,1,223,31/12/1935,3,0.041022246,0.110429416,0.05728841,0.874625733,0.89487497,0.133711171
1935 to 1945,1935 to 1940,1,224,31/12/1935,4,0.035835843,0.093714581,0.05728841,0.964786422,1.105663978,0.154632438
1935 to 1945,1935 to 1940,1,225,31/12/1935,5,0.028950322,0.109311709,0.05728841,0.8136505,0.770239755,0.160069704
1935 to 1945,1935 to 1940,1,226,31/12/1935,6,-0.00106411,0.080713752,0.05728841,0.857487905,0.873558519,0.148908613
1935 to 1945,1935 to 1940,1,227,31/12/1935,7,0.10046391,0.275591131,0.05728841,0.991583008,1.151253928,0.147408456
1935 to 1945,1935 to 1940,1,228,31/12/1935,8,0.114877032,0.16782963,0.05728841,0.881336756,0.888309481,0.171259233
1935 to 1945,1935 to 1940,1,229,31/12/1935,9,0.153147793,0.158692828,0.05728841,1.043676748,1.224339031,0.163227283
1935 to 1945,1935 to 1940,1,230,31/12/1935,10,-0.003502086,0.12341157,0.05728841,1.104412565,1.280015979,0.183315027
1935 to 1945,1935 to 1940,1,231,31/12/1935,11,0.090827821,0.145232416,0.05728841,1.103805376,1.345569139,0.185065012
1935 to 1945,1935 to 1940,1,232,31/12/1935,12,-0.008350215,0.123505141,0.05728841,1.009761621,1.228900571,0.157704065
1935 to 1945,1935 to 1940,1,233,31/12/1935,13,-0.019433343,0.104533726,0.05728841,0.974666722,1.077926147,0.184263372
1935 to 1945,1935 to 1940,1,234,31/12/1935,14,0.033975981,0.130509864,0.05728841,1.007332469,1.144119398,0.171410218
1935 to 1945,1935 to 1940,1,235,31/12/1935,15,0.04138001,0.128891282,0.05728841,1.016136911,1.242862357,0.174947168
1935 to 1945,1935 to 1940,1,236,31/12/1935,16,0.031033151,0.136408023,0.05728841,1.210253387,1.573950629,0.225406384
1935 to 1945,1935 to 1940,1,237,31/12/1935,17,0.132262091,0.260088461,0.05728841,1.200684728,1.561098695,0.170509575
1935 to 1945,1935 to 1940,1,238,31/12/1935,18,0.036326653,0.137239145,0.05728841,1.146461163,1.381405839,0.177417069
1935 to 1945,1935 to 1940,1,239,31/12/1935,19,0.048295094,0.077562193,0.05728841,1.025500506,1.12844951,0.176109923
1935 to 1945,1935 to 1940,1,240,31/12/1935,20,0.041615802,0.162526893,0.05728841,1.343840201,1.915783426,0.223397226
1935 to 1945,1935 to 1940,1,241,31/01/1936,1,0.173072567,0.314525449,0.165877242,0.892479738,1.277511717,0.230898759
1935 to 1945,1935 to 1940,1,242,31/01/1936,2,0.13647687,0.225240217,0.165877242,0.710804502,0.692653255,0.1307367
1935 to 1945,1935 to 1940,1,243,31/01/1936,3,0.105039865,0.159395042,0.165877242,0.87619846,0.893719928,0.143191405
1935 to 1945,1935 to 1940,1,244,31/01/1936,4,0.139179137,0.139312325,0.165877242,0.924564523,1.054193819,0.155687901
1935 to 1945,1935 to 1940,1,245,31/01/1936,5,0.219685198,0.181999543,0.165877242,0.804159089,0.740331746,0.16133554
1935 to 1945,1935 to 1940,1,246,31/01/1936,6,0.116252991,0.11760306,0.165877242,0.860134662,0.980004067,0.1413002
1935 to 1945,1935 to 1940,1,247,31/01/1936,7,0.215002772,0.306411883,0.165877242,1.049173977,1.304566638,0.158542736
1935 to 1945,1935 to 1940,1,248,31/01/1936,8,0.232715272,0.330345891,0.165877242,0.871694698,0.86768134,0.1848824
1935 to 1945,1935 to 1940,1,249,31/01/1936,9,0.159228091,0.241704869,0.165877242,0.995125715,1.156977016,0.177122748
1935 to 1945,1935 to 1940,1,250,31/01/1936,10,0.175097179,0.214187829,0.165877242,1.060221574,1.203558962,0.179898521
1935 to 1945,1935 to 1940,1,251,31/01/1936,11,0.194783892,0.141237767,0.165877242,1.062714381,1.262084693,0.186164993
1935 to 1945,1935 to 1940,1,252,31/01/1936,12,0.12580553,0.232124109,0.165877242,0.939791207,1.095939098,0.154624077
1935 to 1945,1935 to 1940,1,253,31/01/1936,13,0.129715345,0.226566819,0.165877242,0.940736703,1.022623863,0.180568497
1935 to 1945,1935 to 1940,1,254,31/01/1936,14,0.255482575,0.292657909,0.165877242,0.995509737,1.128484743,0.194566321
1935 to 1945,1935 to 1940,1,255,31/01/1936,15,0.293788133,0.552162043,0.165877242,1.125053873,1.578325021,0.219197669
1935 to 1945,1935 to 1940,1,256,31/01/1936,16,0.141014245,0.156359109,0.165877242,1.175787023,1.493601919,0.217238539
1935 to 1945,1935 to 1940,1,257,31/01/1936,17,0.25728952,0.270728482,0.165877242,1.206775654,1.557220915,0.17654429
1935 to 1945,1935 to 1940,1,258,31/01/1936,18,0.22888702,0.311347104,0.165877242,1.131937337,1.357474109,0.179208975
1935 to 1945,1935 to 1940,1,259,31/01/1936,19,0.185732565,0.24522062,0.165877242,1.012749851,1.097112111,0.175877808
1935 to 1945,1935 to 1940,1,260,31/01/1936,20,0.290769592,0.359014724,0.165877242,1.285310982,1.736627442,0.229705543
1935 to 1945,1935 to 1940,1,261,29/02/1936,1,0.115750517,0.301334656,0.050309056,0.892479738,1.277511717,0.230898759
1935 to 1945,1935 to 1940,1,262,29/02/1936,2,0.017715351,0.115937145,0.050309056,0.710804502,0.692653255,0.1307367
1935 to 1945,1935 to 1940,1,263,29/02/1936,3,0.065411154,0.09541057,0.050309056,0.87619846,0.893719928,0.143191405
1935 to 1945,1935 to 1940,1,264,29/02/1936,4,0.041567095,0.070770052,0.050309056,0.924564523,1.054193819,0.155687901
1935 to 1945,1935 to 1940,1,265,29/02/1936,5,0.007385385,0.068433929,0.050309056,0.804159089,0.740331746,0.16133554
1935 to 1945,1935 to 1940,1,266,29/02/1936,6,0.050324064,0.107616531,0.050309056,0.860134662,0.980004067,0.1413002
1935 to 1945,1935 to 1940,1,267,29/02/1936,7,0.007332916,0.069408866,0.050309056,1.049173977,1.304566638,0.158542736
1935 to 1945,1935 to 1940,1,268,29/02/1936,8,0.053815704,0.160786679,0.050309056,0.871694698,0.86768134,0.1848824
1935 to 1945,1935 to 1940,1,269,29/02/1936,9,0.094145736,0.170961956,0.050309056,0.995125715,1.156977016,0.177122748
1935 to 1945,1935 to 1940,1,270,29/02/1936,10,0.041192427,0.071006955,0.050309056,1.060221574,1.203558962,0.179898521
1935 to 1945,1935 to 1940,1,271,29/02/1936,11,0.079163487,0.171634821,0.050309056,1.062714381,1.262084693,0.186164993
1935 to 1945,1935 to 1940,1,272,29/02/1936,12,0.029240609,0.123880971,0.050309056,0.939791207,1.095939098,0.154624077
1935 to 1945,1935 to 1940,1,273,29/02/1936,13,0.043315108,0.120106353,0.050309056,0.940736703,1.022623863,0.180568497
1935 to 1945,1935 to 1940,1,274,29/02/1936,14,0.070169494,0.157281188,0.050309056,0.995509737,1.128484743,0.194566321
1935 to 1945,1935 to 1940,1,275,29/02/1936,15,0.014243564,0.232248534,0.050309056,1.125053873,1.578325021,0.219197669
1935 to 1945,1935 to 1940,1,276,29/02/1936,16,0.098223287,0.153231393,0.050309056,1.175787023,1.493601919,0.217238539
1935 to 1945,1935 to 1940,1,277,29/02/1936,17,0.050874704,0.185881124,0.050309056,1.206775654,1.557220915,0.17654429
1935 to 1945,1935 to 1940,1,278,29/02/1936,18,0.088280805,0.195909618,0.050309056,1.131937337,1.357474109,0.179208975
1935 to 1945,1935 to 1940,1,279,29/02/1936,19,0.033969022,0.082344796,0.050309056,1.012749851,1.097112111,0.175877808
1935 to 1945,1935 to 1940,1,280,29/02/1936,20,0.067237984,0.120442305,0.050309056,1.28869014,1.750418977,0.224918361
1935 to 1945,1935 to 1940,1,281,31/03/1936,1,0.074580172,0.273443978,0.008022652,0.820510492,1.171121762,0.226780171
1935 to 1945,1935 to 1940,1,282,31/03/1936,2,0.00043443,0.099947263,0.008022652,0.710804502,0.692653255,0.1307367
1935 to 1945,1935 to 1940,1,283,31/03/1936,3,-0.023028939,0.095559059,0.008022652,0.87619846,0.893719928,0.143191405
1935 to 1945,1935 to 1940,1,284,31/03/1936,4,-0.037022725,0.068026418,0.008022652,0.924564523,1.054193819,0.155687901
1935 to 1945,1935 to 1940,1,285,31/03/1936,5,-0.020572398,0.118276452,0.008022652,0.804159089,0.740331746,0.16133554
1935 to 1945,1935 to 1940,1,286,31/03/1936,6,0.044120381,0.140504415,0.008022652,0.892760607,1.030312251,0.14624963
1935 to 1945,1935 to 1940,1,287,31/03/1936,7,0.012689788,0.136893526,0.008022652,1.049173977,1.304566638,0.158542736
1935 to 1945,1935 to 1940,1,288,31/03/1936,8,0.005425268,0.07120355,0.008022652,0.871694698,0.86768134,0.1848824
1935 to 1945,1935 to 1940,1,289,31/03/1936,9,-0.020535881,0.112471109,0.008022652,1.001150719,1.178806342,0.174284928
1935 to 1945,1935 to 1940,1,290,31/03/1936,10,0.012573393,0.121879572,0.008022652,1.060221574,1.203558962,0.179898521
1935 to 1945,1935 to 1940,1,291,31/03/1936,11,-0.009162169,0.099572342,0.008022652,1.062714381,1.262084693,0.186164993
1935 to 1945,1935 to 1940,1,292,31/03/1936,12,-0.022759811,0.0684754,0.008022652,0.939791207,1.095939098,0.154624077
1935 to 1945,1935 to 1940,1,293,31/03/1936,13,0.032886992,0.18220984,0.008022652,0.940736703,1.022623863,0.180568497
1935 to 1945,1935 to 1940,1,294,31/03/1936,14,-0.030814374,0.15205268,0.008022652,0.995509737,1.128484743,0.194566321
1935 to 1945,1935 to 1940,1,295,31/03/1936,15,0.02703914,0.213036468,0.008022652,1.102193,1.559325298,0.208854239
1935 to 1945,1935 to 1940,1,296,31/03/1936,16,-0.050568435,0.122871534,0.008022652,1.175787023,1.493601919,0.217238539
1935 to 1945,1935 to 1940,1,297,31/03/1936,17,0.027087098,0.181257074,0.008022652,1.206775654,1.557220915,0.17654429
1935 to 1945,1935 to 1940,1,298,31/03/1936,18,-0.01398242,0.144602209,0.008022652,1.131937337,1.357474109,0.179208975
1935 to 1945,1935 to 1940,1,299,31/03/1936,19,0.017647807,0.10082028,0.008022652,1.012749851,1.097112111,0.175877808
1935 to 1945,1935 to 1940,1,300,31/03/1936,20,-0.027464172,0.184647208,0.008022652,1.28869014,1.750418977,0.224918361
1935 to 1945,1935 to 1940,1,301,30/04/1936,1,-0.125420731,0.115177383,-0.12846221,0.820510492,1.171121762,0.226780171
1935 to 1945,1935 to 1940,1,302,30/04/1936,2,-0.088791138,0.077454734,-0.12846221,0.710804502,0.692653255,0.1307367
1935 to 1945,1935 to 1940,1,303,30/04/1936,3,-0.119590126,0.072826981,-0.12846221,0.87619846,0.893719928,0.143191405
1935 to 1945,1935 to 1940,1,304,30/04/1936,4,-0.067709857,0.089011256,-0.12846221,0.924564523,1.054193819,0.155687901
1935 to 1945,1935 to 1940,1,305,30/04/1936,5,-0.109098011,0.100201718,-0.12846221,0.804159089,0.740331746,0.16133554
1935 to 1945,1935 to 1940,1,306,30/04/1936,6,-0.1466524,0.090514396,-0.12846221,0.860134662,0.980004067,0.1413002
1935 to 1945,1935 to 1940,1,307,30/04/1936,7,-0.121064098,0.153985385,-0.12846221,1.049173977,1.304566638,0.158542736
1935 to 1945,1935 to 1940,1,308,30/04/1936,8,-0.163665019,0.12062399,-0.12846221,0.871694698,0.86768134,0.1848824
1935 to 1945,1935 to 1940,1,309,30/04/1936,9,-0.101108267,0.125276589,-0.12846221,0.995125715,1.156977016,0.177122748
1935 to 1945,1935 to 1940,1,310,30/04/1936,10,-0.13101144,0.084654692,-0.12846221,1.060221574,1.203558962,0.179898521
1935 to 1945,1935 to 1940,1,311,30/04/1936,11,-0.140674277,0.094219348,-0.12846221,1.062714381,1.262084693,0.186164993
1935 to 1945,1935 to 1940,1,312,30/04/1936,12,-0.109842428,0.110536634,-0.12846221,0.939791207,1.095939098,0.154624077
1935 to 1945,1935 to 1940,1,313,30/04/1936,13,-0.138999416,0.120821127,-0.12846221,0.940736703,1.022623863,0.180568497
1935 to 1945,1935 to 1940,1,314,30/04/1936,14,-0.154527222,0.134330862,-0.12846221,0.995509737,1.128484743,0.194566321
1935 to 1945,1935 to 1940,1,315,30/04/1936,15,-0.133193752,0.133265481,-0.12846221,1.102193,1.559325298,0.208854239
1935 to 1945,1935 to 1940,1,316,30/04/1936,16,-0.181855423,0.133710199,-0.12846221,1.175787023,1.493601919,0.217238539
1935 to 1945,1935 to 1940,1,317,30/04/1936,17,-0.155917698,0.081272555,-0.12846221,1.206775654,1.557220915,0.17654429
1935 to 1945,1935 to 1940,1,318,30/04/1936,18,-0.153402596,0.11999136,-0.12846221,1.131937337,1.357474109,0.179208975
1935 to 1945,1935 to 1940,1,319,30/04/1936,19,-0.125548502,0.094860665,-0.12846221,1.012749851,1.097112111,0.175877808
1935 to 1945,1935 to 1940,1,320,30/04/1936,20,-0.192904444,0.065974222,-0.12846221,1.28869014,1.750418977,0.224918361
1935 to 1945,1935 to 1940,1,321,29/05/1936,1,0.094006309,0.107728726,0.052724001,0.820510492,1.171121762,0.226780171
1935 to 1945,1935 to 1940,1,322,29/05/1936,2,0.057554669,0.063255218,0.052724001,0.710804502,0.692653255,0.1307367
1935 to 1945,1935 to 1940,1,323,29/05/1936,3,0.072091424,0.066596472,0.052724001,0.87619846,0.893719928,0.143191405
1935 to 1945,1935 to 1940,1,324,29/05/1936,4,0.085256626,0.117207244,0.052724001,0.924564523,1.054193819,0.155687901
1935 to 1945,1935 to 1940,1,325,29/05/1936,5,0.090810125,0.14346838,0.052724001,0.798078948,0.735433892,0.154151373
1935 to 1945,1935 to 1940,1,326,29/05/1936,6,0.055680065,0.086380977,0.052724001,0.860134662,0.980004067,0.1413002
1935 to 1945,1935 to 1940,1,327,29/05/1936,7,0.056138636,0.154191772,0.052724001,1.049173977,1.304566638,0.158542736
1935 to 1945,1935 to 1940,1,328,29/05/1936,8,0.069289986,0.116970915,0.052724001,0.871694698,0.86768134,0.1848824
1935 to 1945,1935 to 1940,1,329,29/05/1936,9,0.063011001,0.14831356,0.052724001,0.995125715,1.156977016,0.177122748
1935 to 1945,1935 to 1940,1,330,29/05/1936,10,0.074682917,0.130336233,0.052724001,1.060221574,1.203558962,0.179898521
1935 to 1945,1935 to 1940,1,331,29/05/1936,11,0.030768864,0.111861097,0.052724001,1.062714381,1.262084693,0.186164993
1935 to 1945,1935 to 1940,1,332,29/05/1936,12,0.040581643,0.158345014,0.052724001,0.939791207,1.095939098,0.154624077
1935 to 1945,1935 to 1940,1,333,29/05/1936,13,0.025058076,0.114766131,0.052724001,0.940736703,1.022623863,0.180568497
1935 to 1945,1935 to 1940,1,334,29/05/1936,14,0.072277869,0.078368057,0.052724001,0.995509737,1.128484743,0.194566321
1935 to 1945,1935 to 1940,1,335,29/05/1936,15,0.066132861,0.114941478,0.052724001,1.102193,1.559325298,0.208854239
1935 to 1945,1935 to 1940,1,336,29/05/1936,16,0.010142922,0.134443166,0.052724001,1.175787023,1.493601919,0.217238539
1935 to 1945,1935 to 1940,1,337,29/05/1936,17,0.040903515,0.065131281,0.052724001,1.206775654,1.557220915,0.17654429
1935 to 1945,1935 to 1940,1,338,29/05/1936,18,0.134713771,0.123287197,0.052724001,1.131937337,1.357474109,0.179208975
1935 to 1945,1935 to 1940,1,339,29/05/1936,19,0.018885626,0.083737383,0.052724001,1.012749851,1.097112111,0.175877808
1935 to 1945,1935 to 1940,1,340,29/05/1936,20,0.056684536,0.140545524,0.052724001,1.28869014,1.750418977,0.224918361
1935 to 1945,1935 to 1940,1,341,30/06/1936,1,-0.009110054,0.067800473,-0.001925846,0.820510492,1.171121762,0.226780171
1935 to 1945,1935 to 1940,1,342,30/06/1936,2,0.013492888,0.098651691,-0.001925846,0.710804502,0.692653255,0.1307367
1935 to 1945,1935 to 1940,1,343,30/06/1936,3,-0.011641309,0.089234945,-0.001925846,0.87619846,0.893719928,0.143191405
1935 to 1945,1935 to 1940,1,344,30/06/1936,4,-0.000294683,0.06552277,-0.001925846,0.924564523,1.054193819,0.155687901
1935 to 1945,1935 to 1940,1,345,30/06/1936,5,0.005693473,0.110238902,-0.001925846,0.798078948,0.735433892,0.154151373
1935 to 1945,1935 to 1940,1,346,30/06/1936,6,-0.0077672,0.050600826,-0.001925846,0.860134662,0.980004067,0.1413002
1935 to 1945,1935 to 1940,1,347,30/06/1936,7,-0.034542009,0.112188398,-0.001925846,1.049173977,1.304566638,0.158542736
1935 to 1945,1935 to 1940,1,348,30/06/1936,8,-0.00367843,0.077788936,-0.001925846,0.871694698,0.86768134,0.1848824
1935 to 1945,1935 to 1940,1,349,30/06/1936,9,0.025630574,0.072408199,-0.001925846,0.995125715,1.156977016,0.177122748
1935 to 1945,1935 to 1940,1,350,30/06/1936,10,0.00115287,0.075665749,-0.001925846,1.060221574,1.203558962,0.179898521
1935 to 1945,1935 to 1940,1,351,30/06/1936,11,-0.015708711,0.075348041,-0.001925846,1.062714381,1.262084693,0.186164993
1935 to 1945,1935 to 1940,1,352,30/06/1936,12,0.030429509,0.129818986,-0.001925846,0.939791207,1.095939098,0.154624077
1935 to 1945,1935 to 1940,1,353,30/06/1936,13,0.012531752,0.126977499,-0.001925846,0.940736703,1.022623863,0.180568497
1935 to 1945,1935 to 1940,1,354,30/06/1936,14,0.021115622,0.125481338,-0.001925846,1.029889822,1.183296176,0.195213868
1935 to 1945,1935 to 1940,1,355,30/06/1936,15,-0.023360618,0.086310909,-0.001925846,1.102193,1.559325298,0.208854239
1935 to 1945,1935 to 1940,1,356,30/06/1936,16,0.002487985,0.090085822,-0.001925846,1.175787023,1.493601919,0.217238539
1935 to 1945,1935 to 1940,1,357,30/06/1936,17,-0.03222332,0.074817841,-0.001925846,1.206775654,1.557220915,0.17654429
1935 to 1945,1935 to 1940,1,358,30/06/1936,18,-0.010780567,0.106769961,-0.001925846,1.131937337,1.357474109,0.179208975
1935 to 1945,1935 to 1940,1,359,30/06/1936,19,-0.005858794,0.067030905,-0.001925846,1.012749851,1.097112111,0.175877808
1935 to 1945,1935 to 1940,1,360,30/06/1936,20,-0.052264686,0.096974378,-0.001925846,1.28869014,1.750418977,0.224918361
1935 to 1945,1935 to 1940,1,361,31/07/1936,1,0.026766532,0.106059622,0.079133689,0.820510492,1.171121762,0.226780171
1935 to 1945,1935 to 1940,1,362,31/07/1936,2,0.074061299,0.095138885,0.079133689,0.710804502,0.692653255,0.1307367
1935 to 1945,1935 to 1940,1,363,31/07/1936,3,0.145020283,0.19995006,0.079133689,0.87619846,0.893719928,0.143191405
1935 to 1945,1935 to 1940,1,364,31/07/1936,4,0.092516295,0.081109602,0.079133689,0.924564523,1.054193819,0.155687901
1935 to 1945,1935 to 1940,1,365,31/07/1936,5,0.044041766,0.107935826,0.079133689,0.798078948,0.735433892,0.154151373
1935 to 1945,1935 to 1940,1,366,31/07/1936,6,0.059565263,0.102124654,0.079133689,0.860134662,0.980004067,0.1413002
1935 to 1945,1935 to 1940,1,367,31/07/1936,7,0.061120389,0.091376615,0.079133689,1.049173977,1.304566638,0.158542736
1935 to 1945,1935 to 1940,1,368,31/07/1936,8,0.053883216,0.125028301,0.079133689,0.871694698,0.86768134,0.1848824
1935 to 1945,1935 to 1940,1,369,31/07/1936,9,0.075424154,0.067042659,0.079133689,0.995125715,1.156977016,0.177122748
1935 to 1945,1935 to 1940,1,370,31/07/1936,10,0.095483141,0.088028734,0.079133689,1.060221574,1.203558962,0.179898521
1935 to 1945,1935 to 1940,1,371,31/07/1936,11,0.030784236,0.097532391,0.079133689,1.062714381,1.262084693,0.186164993
1935 to 1945,1935 to 1940,1,372,31/07/1936,12,0.076086383,0.135676028,0.079133689,0.939791207,1.095939098,0.154624077
1935 to 1945,1935 to 1940,1,373,31/07/1936,13,0.059303131,0.073397278,0.079133689,0.940736703,1.022623863,0.180568497
1935 to 1945,1935 to 1940,1,374,31/07/1936,14,0.063596319,0.0776338,0.079133689,0.995509737,1.128484743,0.194566321
1935 to 1945,1935 to 1940,1,375,31/07/1936,15,0.054469139,0.107051112,0.079133689,1.102193,1.559325298,0.208854239
1935 to 1945,1935 to 1940,1,376,31/07/1936,16,0.086553074,0.092704713,0.079133689,1.175787023,1.493601919,0.217238539
1935 to 1945,1935 to 1940,1,377,31/07/1936,17,0.04126898,0.095391905,0.079133689,1.206775654,1.557220915,0.17654429
1935 to 1945,1935 to 1940,1,378,31/07/1936,18,0.072289456,0.132490084,0.079133689,1.131937337,1.357474109,0.179208975
1935 to 1945,1935 to 1940,1,379,31/07/1936,19,0.081479509,0.09408021,0.079133689,1.012749851,1.097112111,0.175877808
1935 to 1945,1935 to 1940,1,380,31/07/1936,20,0.087556164,0.137006838,0.079133689,1.28869014,1.750418977,0.224918361
